id,teplota,jmeno,datum
4864839,15.40612292628367,Novak,2021-11-01 09:27:16.363636363
4748689,18.97236283732985,Novak,2021-11-01 09:41:49.090909090
7345661,22.229587889522463,Novak,2021-11-01 09:56:21.818181818
3713430,21.14487834697314,Novak,2021-11-01 10:10:54.545454545
3765608,21.33915635267767,Novak,2021-11-01 10:25:27.272727272
7964365,23.74451608752896,Novak,2021-11-01 10:40:00.000000000
8610533,19.826316180856143,Novak,2021-11-01 10:54:32.727272727
6904148,20.574618501195168,Novak,2021-11-01 11:09:05.454545454
6880400,18.736136244108643,Novak,2021-11-01 11:23:38.181818181
2715061,18.517865582259258,Novak,2021-11-01 11:38:10.909090909
7645529,21.81234324365638,Novak,2021-11-01 11:52:43.636363636
7919114,21.912952010340717,Bures,2021-11-01 12:07:16.363636363
4059971,25.038466441100862,Bures,2021-11-01 12:21:49.090909090
5102287,18.2779134140079,Bures,2021-11-01 12:36:21.818181818
3276107,21.418872368521072,Bures,2021-11-01 12:50:54.545454545
5219570,21.066370797892787,Bures,2021-11-01 13:05:27.272727272
3285452,21.26490514632749,Bures,2021-11-01 13:20:00.000000000
1257654,19.29955266821717,Bures,2021-11-01 13:34:32.727272727
6332567,19.89696541342032,Bures,2021-11-01 13:49:05.454545454
2792397,19.651385657800144,Bures,2021-11-01 14:03:38.181818181
7977408,17.844650545842537,Bures,2021-11-01 14:18:10.909090909
1468715,20.79312574911317,Bures,2021-11-01 14:32:43.636363636
6460104,16.003000485186604,Bures,2021-11-01 14:47:16.363636363
3184636,19.88819125260965,Bures,2021-11-01 15:01:49.090909090
1419137,18.897906948137344,Bures,2021-11-01 15:16:21.818181818
9183193,20.855334205582913,Bures,2021-11-01 15:30:54.545454545
8427128,23.31315604730228,Bures,2021-11-01 15:45:27.272727272
9102526,14.251511382184457,Bures,2021-11-01 16:00:00.000000000
2305923,21.66773161720886,Bures,2021-11-01 16:14:32.727272727
6268192,21.96331358701828,Bures,2021-11-01 16:29:05.454545454
2784636,18.663517946140143,Bures,2021-11-01 16:43:38.181818181
3273144,21.694028224254346,Bures,2021-11-01 16:58:10.909090909
1272979,26.22789295573287,Bures,2021-11-01 17:12:43.636363636
8563378,22.049829591386622,Bures,2021-11-01 17:27:16.363636363
7270217,16.536100239130235,Bures,2021-11-01 17:41:49.090909090
7304648,23.220018575508895,Bures,2021-11-01 17:56:21.818181818
6175780,18.24464900144414,Bures,2021-11-01 18:10:54.545454545
7173615,19.704931930743033,Bures,2021-11-01 18:25:27.272727272
5978288,16.841972225009066,Bures,2021-11-01 18:40:00.000000000
2346591,21.177298072483207,Bures,2021-11-01 18:54:32.727272727
1640604,17.061034244591735,Bures,2021-11-01 19:09:05.454545454
4957836,21.05272036987718,Bures,2021-11-01 19:23:38.181818181
2992926,16.91018933978206,Bures,2021-11-01 19:38:10.909090909
1002330,17.960396657712266,Bures,2021-11-01 19:52:43.636363636
5539650,17.211275871691747,Bures,2021-11-01 20:07:16.363636363
2512915,20.530322753068603,Bures,2021-11-01 20:21:49.090909090
3349634,22.32856562444849,Bures,2021-11-01 20:36:21.818181818
7128950,18.75556646642655,Bures,2021-11-01 20:50:54.545454545
9691115,20.64506361552875,Bures,2021-11-01 21:05:27.272727272
3715783,23.319011865527706,Bures,2021-11-01 21:20:00.000000000
3475692,18.276239106914407,Bures,2021-11-01 21:34:32.727272727
7985980,28.605518927433334,Bures,2021-11-01 21:49:05.454545454
6822801,18.603919927350034,Bures,2021-11-01 22:03:38.181818181
8952849,19.320962149873218,Bures,2021-11-01 22:18:10.909090909
3655905,16.650611480863837,Bures,2021-11-01 22:32:43.636363636
1373334,16.5819252782839,Bures,2021-11-01 22:47:16.363636363
4925087,19.29878616481095,Bures,2021-11-01 23:01:49.090909090
5050508,19.718755854611757,Bures,2021-11-01 23:16:21.818181818
4683653,19.42893725178021,Bures,2021-11-01 23:30:54.545454545
8025224,17.14665009030854,Bures,2021-11-01 23:45:27.272727272
7787096,17.899395592909716,Bures,2021-11-02 00:00:00.000000000
